"","Mature1_Acc","Mature1","goTerm"
"862","MIMAT0000430","hsa-miR-138-5p","GO:0051897"
"863","MIMAT0000430","hsa-miR-138-5p","GO:0060761"
"864","MIMAT0000430","hsa-miR-138-5p","GO:1900045"
"865","MIMAT0000430","hsa-miR-138-5p","GO:1903671"
"866","MIMAT0000430","hsa-miR-138-5p","GO:1903753"
"867","MIMAT0000430","hsa-miR-138-5p","GO:1905460"
"868","MIMAT0000430","hsa-miR-138-5p","GO:2000134"
"869","MIMAT0000430","hsa-miR-138-5p","GO:0005634"
"870","MIMAT0000430","hsa-miR-138-5p","GO:0005737"
"871","MIMAT0000431","hsa-miR-140-5p","GO:0032088"
"872","MIMAT0000431","hsa-miR-140-5p","GO:0032715"
"873","MIMAT0000431","hsa-miR-140-5p","GO:0032720"
"874","MIMAT0000431","hsa-miR-140-5p","GO:1900016"
"875","MIMAT0000431","hsa-miR-140-5p","GO:0010628"
"876","MIMAT0000431","hsa-miR-140-5p","GO:0003730"
"877","MIMAT0000431","hsa-miR-140-5p","GO:1903231"
"878","MIMAT0000431","hsa-miR-140-5p","GO:0010629"
"879","MIMAT0000431","hsa-miR-140-5p","GO:0030513"
"880","MIMAT0000431","hsa-miR-140-5p","GO:0034144"
"881","MIMAT0000431","hsa-miR-140-5p","GO:0035195"
"882","MIMAT0000431","hsa-miR-140-5p","GO:0042742"
"883","MIMAT0000431","hsa-miR-140-5p","GO:0071222"
"884","MIMAT0000431","hsa-miR-140-5p","GO:0071456"
"885","MIMAT0000431","hsa-miR-140-5p","GO:1904046"
"886","MIMAT0000431","hsa-miR-140-5p","GO:1904646"
"887","MIMAT0000431","hsa-miR-140-5p","GO:1904706"
"888","MIMAT0000431","hsa-miR-140-5p","GO:1904753"
"889","MIMAT0000431","hsa-miR-140-5p","GO:1905461"
"890","MIMAT0000431","hsa-miR-140-5p","GO:1905932"
"891","MIMAT0000431","hsa-miR-140-5p","GO:0005615"
"892","MIMAT0000433","hsa-miR-142-5p","GO:1905710"
"893","MIMAT0000433","hsa-miR-142-5p","GO:0003730"
"894","MIMAT0000433","hsa-miR-142-5p","GO:1903231"
"895","MIMAT0000433","hsa-miR-142-5p","GO:0035195"
"896","MIMAT0000433","hsa-miR-142-5p","GO:1903347"
"897","MIMAT0000433","hsa-miR-142-5p","GO:0005615"
"898","MIMAT0004600","hsa-miR-144-5p","GO:0005615"
"899","MIMAT0000437","hsa-miR-145-5p","GO:0000993"
"900","MIMAT0000437","hsa-miR-145-5p","GO:0003730"
"901","MIMAT0000437","hsa-miR-145-5p","GO:1903231"
"902","MIMAT0000437","hsa-miR-145-5p","GO:0006940"
"903","MIMAT0000437","hsa-miR-145-5p","GO:0010614"
"904","MIMAT0000437","hsa-miR-145-5p","GO:0010667"
"905","MIMAT0000437","hsa-miR-145-5p","GO:0010668"
"906","MIMAT0000437","hsa-miR-145-5p","GO:0010763"
"907","MIMAT0000437","hsa-miR-145-5p","GO:0016525"
"908","MIMAT0000437","hsa-miR-145-5p","GO:0030036"
"909","MIMAT0000437","hsa-miR-145-5p","GO:0030336"
"910","MIMAT0000437","hsa-miR-145-5p","GO:0032965"
"911","MIMAT0000437","hsa-miR-145-5p","GO:0035195"
"912","MIMAT0000437","hsa-miR-145-5p","GO:0035278"
"913","MIMAT0000437","hsa-miR-145-5p","GO:0035886"
"914","MIMAT0000437","hsa-miR-145-5p","GO:0036446"
"915","MIMAT0000437","hsa-miR-145-5p","GO:0038166"
"916","MIMAT0000437","hsa-miR-145-5p","GO:0044663"
"917","MIMAT0000437","hsa-miR-145-5p","GO:0048333"
"918","MIMAT0000437","hsa-miR-145-5p","GO:0048662"
"919","MIMAT0000437","hsa-miR-145-5p","GO:0051898"
"920","MIMAT0000437","hsa-miR-145-5p","GO:0060414"
"921","MIMAT0000437","hsa-miR-145-5p","GO:0070372"
"922","MIMAT0000437","hsa-miR-145-5p","GO:0090263"
"923","MIMAT0000437","hsa-miR-145-5p","GO:1900239"
"924","MIMAT0000437","hsa-miR-145-5p","GO:1904673"
"925","MIMAT0000437","hsa-miR-145-5p","GO:1904676"
"926","MIMAT0000437","hsa-miR-145-5p","GO:1905175"
"927","MIMAT0000437","hsa-miR-145-5p","GO:2000724"
"928","MIMAT0000437","hsa-miR-145-5p","GO:0070062"
"929","MIMAT0000439","hsa-miR-153-3p","GO:0003730"
"930","MIMAT0000439","hsa-miR-153-3p","GO:1903231"
"931","MIMAT0000439","hsa-miR-153-3p","GO:0035195"
"932","MIMAT0000439","hsa-miR-153-3p","GO:0042985"
"933","MIMAT0000439","hsa-miR-153-3p","GO:0060087"
"934","MIMAT0000439","hsa-miR-153-3p","GO:1902430"
"935","MIMAT0000439","hsa-miR-153-3p","GO:1903817"
"936","MIMAT0000439","hsa-miR-153-3p","GO:1905651"
"937","MIMAT0000440","hsa-miR-191-5p","GO:1903231"
"938","MIMAT0000440","hsa-miR-191-5p","GO:0035195"
"939","MIMAT0000440","hsa-miR-191-5p","GO:0005615"
"940","MIMAT0000440","hsa-miR-191-5p","GO:1903561"
"941","MIMAT0000441","hsa-miR-9-5p","GO:0051055"
"942","MIMAT0000441","hsa-miR-9-5p","GO:0003727"
"943","MIMAT0000441","hsa-miR-9-5p","GO:0003730"
"944","MIMAT0000441","hsa-miR-9-5p","GO:0008035"
"945","MIMAT0000441","hsa-miR-9-5p","GO:1903231"
"946","MIMAT0000441","hsa-miR-9-5p","GO:0007162"
"947","MIMAT0000441","hsa-miR-9-5p","GO:0008285"
"948","MIMAT0000441","hsa-miR-9-5p","GO:0030336"
"949","MIMAT0000441","hsa-miR-9-5p","GO:0031047"
"950","MIMAT0000441","hsa-miR-9-5p","GO:0033689"
"951","MIMAT0000441","hsa-miR-9-5p","GO:0035195"
"952","MIMAT0000441","hsa-miR-9-5p","GO:0035278"
"953","MIMAT0000441","hsa-miR-9-5p","GO:0045668"
"954","MIMAT0000441","hsa-miR-9-5p","GO:0046426"
"955","MIMAT0000441","hsa-miR-9-5p","GO:0005634"
"956","MIMAT0000441","hsa-miR-9-5p","GO:0005737"
"957","MIMAT0000441","hsa-miR-9-5p","GO:0070062"
"958","MIMAT0000443","hsa-miR-125a-5p","GO:0001960"
"959","MIMAT0000443","hsa-miR-125a-5p","GO:0043433"
"960","MIMAT0000443","hsa-miR-125a-5p","GO:1902564"
"961","MIMAT0000443","hsa-miR-125a-5p","GO:1904893"
"962","MIMAT0000443","hsa-miR-125a-5p","GO:0010629"
"963","MIMAT0000443","hsa-miR-125a-5p","GO:0032715"
"964","MIMAT0000443","hsa-miR-125a-5p","GO:0042532"
"965","MIMAT0000443","hsa-miR-125a-5p","GO:0070104"
"966","MIMAT0000443","hsa-miR-125a-5p","GO:1904995"
"967","MIMAT0000443","hsa-miR-125a-5p","GO:0000993"
"968","MIMAT0000443","hsa-miR-125a-5p","GO:0003730"
"969","MIMAT0000443","hsa-miR-125a-5p","GO:1903231"
"970","MIMAT0000443","hsa-miR-125a-5p","GO:0010628"
"971","MIMAT0000443","hsa-miR-125a-5p","GO:0016525"
"972","MIMAT0000443","hsa-miR-125a-5p","GO:0032699"
"973","MIMAT0000443","hsa-miR-125a-5p","GO:0035195"
"974","MIMAT0000443","hsa-miR-125a-5p","GO:0072125"
"975","MIMAT0000443","hsa-miR-125a-5p","GO:1900016"
"976","MIMAT0000443","hsa-miR-125a-5p","GO:1903672"
"977","MIMAT0000443","hsa-miR-125a-5p","GO:1904046"
"978","MIMAT0000443","hsa-miR-125a-5p","GO:2000272"
"979","MIMAT0000443","hsa-miR-125a-5p","GO:2000353"
"980","MIMAT0000443","hsa-miR-125a-5p","GO:0005615"
"981","MIMAT0000443","hsa-miR-125a-5p","GO:0070062"
"982","MIMAT0000443","hsa-miR-125a-5p","GO:1903561"
"983","MIMAT0000444","hsa-miR-126-5p","GO:0030336"
"984","MIMAT0000444","hsa-miR-126-5p","GO:0045861"
"985","MIMAT0000444","hsa-miR-126-5p","GO:0000993"
"986","MIMAT0000444","hsa-miR-126-5p","GO:0003730"
"987","MIMAT0000444","hsa-miR-126-5p","GO:1903231"
"988","MIMAT0000444","hsa-miR-126-5p","GO:0035195"
"989","MIMAT0000444","hsa-miR-126-5p","GO:0045747"
"990","MIMAT0000444","hsa-miR-126-5p","GO:0071499"
"991","MIMAT0000444","hsa-miR-126-5p","GO:0090050"
"992","MIMAT0000444","hsa-miR-126-5p","GO:1903589"
"993","MIMAT0000444","hsa-miR-126-5p","GO:1905564"
"994","MIMAT0000444","hsa-miR-126-5p","GO:0005615"
"995","MIMAT0000447","hsa-miR-134-5p","GO:1903231"
"996","MIMAT0000447","hsa-miR-134-5p","GO:0035195"
"997","MIMAT0000447","hsa-miR-134-5p","GO:0035278"
"998","MIMAT0000447","hsa-miR-134-5p","GO:0045930"
"999","MIMAT0000447","hsa-miR-134-5p","GO:0110023"
"1000","MIMAT0000447","hsa-miR-134-5p","GO:1904046"
"1001","MIMAT0000447","hsa-miR-134-5p","GO:0005615"
"1002","MIMAT0000448","hsa-miR-136-5p","GO:1903231"
"1003","MIMAT0000448","hsa-miR-136-5p","GO:0032700"
"1004","MIMAT0000448","hsa-miR-136-5p","GO:0035195"
"1005","MIMAT0000448","hsa-miR-136-5p","GO:0050778"
"1006","MIMAT0000448","hsa-miR-136-5p","GO:1900016"
"1007","MIMAT0000449","hsa-miR-146a-5p","GO:0002692"
"1008","MIMAT0000449","hsa-miR-146a-5p","GO:0010887"
"1009","MIMAT0000449","hsa-miR-146a-5p","GO:0032715"
"1010","MIMAT0000449","hsa-miR-146a-5p","GO:0032717"
"1011","MIMAT0000449","hsa-miR-146a-5p","GO:0043065"
"1012","MIMAT0000449","hsa-miR-146a-5p","GO:0050728"
"1013","MIMAT0000449","hsa-miR-146a-5p","GO:0051898"
"1014","MIMAT0000449","hsa-miR-146a-5p","GO:1902532"
"1015","MIMAT0000449","hsa-miR-146a-5p","GO:1904465"
"1016","MIMAT0000449","hsa-miR-146a-5p","GO:1905709"
"1017","MIMAT0000449","hsa-miR-146a-5p","GO:2000342"
"1018","MIMAT0000449","hsa-miR-146a-5p","GO:0003730"
"1019","MIMAT0000449","hsa-miR-146a-5p","GO:1903231"
"1020","MIMAT0000449","hsa-miR-146a-5p","GO:0001937"
"1021","MIMAT0000449","hsa-miR-146a-5p","GO:0010628"
"1022","MIMAT0000449","hsa-miR-146a-5p","GO:0010629"
"1023","MIMAT0000449","hsa-miR-146a-5p","GO:0016525"
"1024","MIMAT0000449","hsa-miR-146a-5p","GO:0034121"
"1025","MIMAT0000449","hsa-miR-146a-5p","GO:0034144"
"1026","MIMAT0000449","hsa-miR-146a-5p","GO:0035195"
"1027","MIMAT0000449","hsa-miR-146a-5p","GO:0035278"
"1028","MIMAT0000449","hsa-miR-146a-5p","GO:0038061"
"1029","MIMAT0000449","hsa-miR-146a-5p","GO:0042532"
"1030","MIMAT0000449","hsa-miR-146a-5p","GO:0045666"
"1031","MIMAT0000449","hsa-miR-146a-5p","GO:0045743"
"1032","MIMAT0000449","hsa-miR-146a-5p","GO:0060253"
"1033","MIMAT0000449","hsa-miR-146a-5p","GO:0060354"
"1034","MIMAT0000449","hsa-miR-146a-5p","GO:0070498"
"1035","MIMAT0000449","hsa-miR-146a-5p","GO:0071222"
"1036","MIMAT0000449","hsa-miR-146a-5p","GO:0071333"
"1037","MIMAT0000449","hsa-miR-146a-5p","GO:0071345"
"1038","MIMAT0000449","hsa-miR-146a-5p","GO:0071456"
"1039","MIMAT0000449","hsa-miR-146a-5p","GO:0090050"
"1040","MIMAT0000449","hsa-miR-146a-5p","GO:0090051"
"1041","MIMAT0000449","hsa-miR-146a-5p","GO:0098586"
"1042","MIMAT0000449","hsa-miR-146a-5p","GO:0120132"
"1043","MIMAT0000449","hsa-miR-146a-5p","GO:0140052"
"1044","MIMAT0000449","hsa-miR-146a-5p","GO:1900016"
"1045","MIMAT0000449","hsa-miR-146a-5p","GO:1901223"
"1046","MIMAT0000449","hsa-miR-146a-5p","GO:1902511"
"1047","MIMAT0000449","hsa-miR-146a-5p","GO:1903589"
"1048","MIMAT0000449","hsa-miR-146a-5p","GO:1904046"
"1049","MIMAT0000449","hsa-miR-146a-5p","GO:1904646"
"1050","MIMAT0000449","hsa-miR-146a-5p","GO:1904995"
"1051","MIMAT0000449","hsa-miR-146a-5p","GO:2000736"
"1052","MIMAT0000449","hsa-miR-146a-5p","GO:2000774"
"1053","MIMAT0000449","hsa-miR-146a-5p","GO:0005615"
"1054","MIMAT0000449","hsa-miR-146a-5p","GO:0070062"
"1055","MIMAT0000450","hsa-miR-149-5p","GO:0032720"
"1056","MIMAT0000450","hsa-miR-149-5p","GO:0090051"
"1057","MIMAT0000450","hsa-miR-149-5p","GO:1903588"
"1058","MIMAT0000450","hsa-miR-149-5p","GO:2000545"
"1059","MIMAT0000450","hsa-miR-149-5p","GO:1903231"
"1060","MIMAT0000450","hsa-miR-149-5p","GO:0010719"
"1061","MIMAT0000450","hsa-miR-149-5p","GO:0030336"
"1062","MIMAT0000450","hsa-miR-149-5p","GO:0032715"
"1063","MIMAT0000450","hsa-miR-149-5p","GO:0032916"
"1064","MIMAT0000450","hsa-miR-149-5p","GO:0032967"
"1065","MIMAT0000450","hsa-miR-149-5p","GO:0035195"
"1066","MIMAT0000450","hsa-miR-149-5p","GO:0040037"
"1067","MIMAT0000450","hsa-miR-149-5p","GO:0044344"
"1068","MIMAT0000450","hsa-miR-149-5p","GO:0050728"
"1069","MIMAT0000450","hsa-miR-149-5p","GO:0051497"
"1070","MIMAT0000450","hsa-miR-149-5p","GO:1901223"
"1071","MIMAT0000451","hsa-miR-150-5p","GO:1905562"
"1072","MIMAT0000451","hsa-miR-150-5p","GO:1903231"
"1073","MIMAT0000451","hsa-miR-150-5p","GO:0035195"
"1074","MIMAT0000451","hsa-miR-150-5p","GO:0045603"
"1075","MIMAT0000451","hsa-miR-150-5p","GO:0090050"
"1076","MIMAT0000451","hsa-miR-150-5p","GO:1905772"
"1077","MIMAT0000451","hsa-miR-150-5p","GO:0005615"
"1078","MIMAT0000452","hsa-miR-154-5p","GO:0010628"
"1079","MIMAT0000452","hsa-miR-154-5p","GO:0010629"
"1080","MIMAT0000452","hsa-miR-154-5p","GO:0060355"
"1081","MIMAT0000452","hsa-miR-154-5p","GO:0003730"
"1082","MIMAT0000452","hsa-miR-154-5p","GO:1903231"
"1083","MIMAT0000452","hsa-miR-154-5p","GO:0035195"
"1084","MIMAT0000452","hsa-miR-154-5p","GO:0043433"
"1085","MIMAT0000455","hsa-miR-185-5p","GO:0010989"
"1086","MIMAT0000455","hsa-miR-185-5p","GO:0045541"
"1087","MIMAT0000455","hsa-miR-185-5p","GO:1905598"
"1088","MIMAT0000455","hsa-miR-185-5p","GO:2001216"
"1089","MIMAT0000455","hsa-miR-185-5p","GO:1903231"
"1090","MIMAT0000455","hsa-miR-185-5p","GO:0010629"
"1091","MIMAT0000455","hsa-miR-185-5p","GO:0010744"
"1092","MIMAT0000455","hsa-miR-185-5p","GO:0016525"
"1093","MIMAT0000455","hsa-miR-185-5p","GO:0035195"
"1094","MIMAT0000455","hsa-miR-185-5p","GO:0042632"
"1095","MIMAT0000455","hsa-miR-185-5p","GO:0071397"
"1096","MIMAT0000455","hsa-miR-185-5p","GO:0106108"
"1097","MIMAT0000455","hsa-miR-185-5p","GO:0005615"
"1098","MIMAT0000455","hsa-miR-185-5p","GO:1903561"
"1099","MIMAT0000456","hsa-miR-186-5p","GO:1902430"
"1100","MIMAT0000456","hsa-miR-186-5p","GO:0003730"
"1101","MIMAT0000456","hsa-miR-186-5p","GO:1903231"
"1102","MIMAT0000456","hsa-miR-186-5p","GO:0035195"
"1103","MIMAT0000456","hsa-miR-186-5p","GO:0005615"
"1104","MIMAT0000457","hsa-miR-188-5p","GO:1903231"
"1105","MIMAT0000457","hsa-miR-188-5p","GO:0035195"
"1106","MIMAT0000457","hsa-miR-188-5p","GO:0090051"
"1107","MIMAT0000457","hsa-miR-188-5p","GO:1903769"
"1108","MIMAT0000457","hsa-miR-188-5p","GO:2000774"
"1109","MIMAT0004614","hsa-miR-193a-5p","GO:0016525"
"1110","MIMAT0004614","hsa-miR-193a-5p","GO:0043537"
"1111","MIMAT0004614","hsa-miR-193a-5p","GO:1905563"
"1112","MIMAT0000460","hsa-miR-194-5p","GO:0032693"
"1113","MIMAT0000460","hsa-miR-194-5p","GO:1903231"
"1114","MIMAT0000460","hsa-miR-194-5p","GO:0035195"
"1115","MIMAT0000460","hsa-miR-194-5p","GO:0005615"
"1116","MIMAT0000460","hsa-miR-194-5p","GO:1903561"
"1117","MIMAT0000461","hsa-miR-195-5p","GO:0003730"
"1118","MIMAT0000461","hsa-miR-195-5p","GO:1903231"
"1119","MIMAT0000461","hsa-miR-195-5p","GO:0002931"
"1120","MIMAT0000461","hsa-miR-195-5p","GO:0003245"
"1121","MIMAT0000461","hsa-miR-195-5p","GO:0003300"
"1122","MIMAT0000461","hsa-miR-195-5p","GO:0008285"
"1123","MIMAT0000461","hsa-miR-195-5p","GO:0010666"
"1124","MIMAT0000461","hsa-miR-195-5p","GO:0010972"
"1125","MIMAT0000461","hsa-miR-195-5p","GO:0032691"
"1126","MIMAT0000461","hsa-miR-195-5p","GO:0032715"
"1127","MIMAT0000461","hsa-miR-195-5p","GO:0032720"
"1128","MIMAT0000461","hsa-miR-195-5p","GO:0035195"
"1129","MIMAT0000461","hsa-miR-195-5p","GO:0043065"
"1130","MIMAT0000461","hsa-miR-195-5p","GO:0043124"
"1131","MIMAT0000461","hsa-miR-195-5p","GO:0045930"
"1132","MIMAT0000461","hsa-miR-195-5p","GO:0061049"
"1133","MIMAT0000461","hsa-miR-195-5p","GO:0090272"
"1134","MIMAT0000461","hsa-miR-195-5p","GO:0150079"
"1135","MIMAT0000461","hsa-miR-195-5p","GO:1903202"
"1136","MIMAT0000461","hsa-miR-195-5p","GO:1904046"
"1137","MIMAT0000461","hsa-miR-195-5p","GO:1904684"
"1138","MIMAT0000461","hsa-miR-195-5p","GO:1905205"
"1139","MIMAT0000462","hsa-miR-206","GO:0010629"
"1140","MIMAT0000462","hsa-miR-206","GO:0003730"
"1141","MIMAT0000462","hsa-miR-206","GO:0005515"
"1142","MIMAT0000462","hsa-miR-206","GO:1903231"
"1143","MIMAT0000462","hsa-miR-206","GO:0010455"
"1144","MIMAT0000462","hsa-miR-206","GO:0010831"
"1145","MIMAT0000462","hsa-miR-206","GO:0014067"
"1146","MIMAT0000462","hsa-miR-206","GO:0032715"
"1147","MIMAT0000462","hsa-miR-206","GO:0032731"
"1148","MIMAT0000462","hsa-miR-206","GO:0032760"
"1149","MIMAT0000462","hsa-miR-206","GO:0035195"
"1150","MIMAT0000462","hsa-miR-206","GO:0060354"
"1151","MIMAT0000462","hsa-miR-206","GO:0090051"
"1152","MIMAT0000462","hsa-miR-206","GO:0150078"
"1153","MIMAT0000462","hsa-miR-206","GO:1902004"
"1154","MIMAT0000462","hsa-miR-206","GO:0016442"
"1155","MIMAT0004657","hsa-miR-200c-5p","GO:1903231"
"1156","MIMAT0004657","hsa-miR-200c-5p","GO:0035195"
"1157","MIMAT0031892","hsa-miR-1-5p","GO:0000993"
"1158","MIMAT0000646","hsa-miR-155-5p","GO:2000725"
"1159","MIMAT0000646","hsa-miR-155-5p","GO:0002696"
"1160","MIMAT0000646","hsa-miR-155-5p","GO:0002718"
"1161","MIMAT0000646","hsa-miR-155-5p","GO:0010613"
"1162","MIMAT0000646","hsa-miR-155-5p","GO:0010940"
"1163","MIMAT0000646","hsa-miR-155-5p","GO:0010942"
"1164","MIMAT0000646","hsa-miR-155-5p","GO:0032691"
"1165","MIMAT0000646","hsa-miR-155-5p","GO:0032715"
"1166","MIMAT0000646","hsa-miR-155-5p","GO:0042127"
"1167","MIMAT0000646","hsa-miR-155-5p","GO:0042981"
"1168","MIMAT0000646","hsa-miR-155-5p","GO:0043032"
"1169","MIMAT0000646","hsa-miR-155-5p","GO:0046426"
"1170","MIMAT0000646","hsa-miR-155-5p","GO:0048146"
"1171","MIMAT0000646","hsa-miR-155-5p","GO:0050729"
"1172","MIMAT0000646","hsa-miR-155-5p","GO:0050870"
"1173","MIMAT0000646","hsa-miR-155-5p","GO:1902565"
"1174","MIMAT0000646","hsa-miR-155-5p","GO:1903244"
"1175","MIMAT0000646","hsa-miR-155-5p","GO:1903428"
"1176","MIMAT0000646","hsa-miR-155-5p","GO:1903588"
"1177","MIMAT0000646","hsa-miR-155-5p","GO:1903980"
"1178","MIMAT0000646","hsa-miR-155-5p","GO:1905205"
"1179","MIMAT0000646","hsa-miR-155-5p","GO:1905952"
"1180","MIMAT0000646","hsa-miR-155-5p","GO:2000425"
"1181","MIMAT0000646","hsa-miR-155-5p","GO:1903231"
"1182","MIMAT0000646","hsa-miR-155-5p","GO:0001818"
"1183","MIMAT0000646","hsa-miR-155-5p","GO:0010628"
"1184","MIMAT0000646","hsa-miR-155-5p","GO:0010629"
"1185","MIMAT0000646","hsa-miR-155-5p","GO:0010823"
"1186","MIMAT0000646","hsa-miR-155-5p","GO:0010989"
"1187","MIMAT0000646","hsa-miR-155-5p","GO:0032088"
"1188","MIMAT0000646","hsa-miR-155-5p","GO:0032496"
"1189","MIMAT0000646","hsa-miR-155-5p","GO:0032707"
"1190","MIMAT0000646","hsa-miR-155-5p","GO:0032717"
"1191","MIMAT0000646","hsa-miR-155-5p","GO:0032735"
"1192","MIMAT0000646","hsa-miR-155-5p","GO:0035195"
"1193","MIMAT0000646","hsa-miR-155-5p","GO:0035278"
"1194","MIMAT0000646","hsa-miR-155-5p","GO:0042104"
"1195","MIMAT0000646","hsa-miR-155-5p","GO:0042632"
"1196","MIMAT0000646","hsa-miR-155-5p","GO:0042742"
"1197","MIMAT0000646","hsa-miR-155-5p","GO:0043537"
"1198","MIMAT0000646","hsa-miR-155-5p","GO:0044828"
"1199","MIMAT0000646","hsa-miR-155-5p","GO:0045590"
"1200","MIMAT0000646","hsa-miR-155-5p","GO:0045824"
"1201","MIMAT0000646","hsa-miR-155-5p","GO:0046716"
"1202","MIMAT0000646","hsa-miR-155-5p","GO:0050728"
"1203","MIMAT0000646","hsa-miR-155-5p","GO:0051607"
"1204","MIMAT0000646","hsa-miR-155-5p","GO:0060354"
"1205","MIMAT0000646","hsa-miR-155-5p","GO:0060545"
"1206","MIMAT0000646","hsa-miR-155-5p","GO:0060546"
"1207","MIMAT0000646","hsa-miR-155-5p","GO:0060547"
